,source,title,author,date,meter
17957,Mitt Romney,"During his first year, President Obama said he ""was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez – the worst actors in the world.""", Josh Rogers ," July 20, 2011",barely-true
17958,Bill Johnson,On opposition to earmarks, Tom Feran ," July 20, 2011",no-flip
17959,Grover Norquist,"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""", Angie Drobnic Holan ," July 19, 2011",false
17960,Ann Marie Buerkle,"Says that, unlike the U.S. Senate, ""even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011""", Louis Jacobson ," July 19, 2011",half-true
17961,Craig Miller,"""I've created over 40,000 jobs.""", Becky Bowers ," July 19, 2011",barely-true
17962,Marco Rubio,"""We have not had unemployment this high for this long since the Great Depression.""", Katie Sanders ," July 19, 2011",mostly-true
17963,Brian Kemp,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""", Eric Stirgus ," July 19, 2011",true
17964,Kris Jordan,"""Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.""", Joe Guillen ," July 19, 2011",half-true
17965,National Republican Congressional Committee,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.", Sabrina Eaton ," July 19, 2011",false
17966,Marc Morial,"""The black unemployment rate (has) increased since the recovery has begun.""", Louis Jacobson ," July 18, 2011",true
17967,Scott Walker,"""Under our (2011-’13) budget, the average (Wisconsin) property taxpayer will save $700.""", Dave Umhoefer ," July 18, 2011",false
17968,Bob McDonnell,Ninety percent of the job growth in Virginia has been in the private sector., Sean Gorman ," July 18, 2011",true
17969,Jack Murphy,"Georgia’s illegal-immigration legislation ""simply follows existing federal law.""", Eric Stirgus ," July 18, 2011",half-true
17970,Josh Mandel,"""Sherrod Brown was just voted two years in a row the most liberal senator in the United States of America"" and is more liberal than Sen. Bernie Sanders.", Stephen Koff ," July 18, 2011",half-true
17971,Michael Doherty,Says Planned Parenthood provides about 140 visits for prenatal care in each state., Bill Wichert ," July 18, 2011",false
17972,Donna Seidel,The $290 million structural surplus in the 2011-’13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax., James B. Nelson ," July 17, 2011",false
17973,Lois Kolkhorst,Says $500 billion in Medicare cuts are coming., W. Gardner Selby ," July 17, 2011",barely-true
17974,David Sciarra,"""By any measure, New Jersey has one of the most segregated school systems in the country.""", Caryn Shinske ," July 17, 2011",mostly-true
17975,Sheldon Whitehouse,"""Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.""", Richard Salit ," July 17, 2011",true
17976,Josh Treviño,Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending., W. Gardner Selby ," July 16, 2011",mostly-true
17977,Barack Obama,"""The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.""", Angie Drobnic Holan ," July 15, 2011",barely-true
17978,Barack Obama,"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.""", Angie Drobnic Holan ," July 15, 2011",mostly-true
17979,Paul Ryan,"Says the U.S. borrows ""42 cents of every dollar Washington spends today and about half of that comes from countries like China.""", Tom Kertscher ," July 15, 2011",half-true
17980,Gary Johnson,"""New Mexico is the second Hollywood"" because of tax incentives for the film industry.", John Gregg ," July 15, 2011",half-true
17981,Shirley Franklin,"""95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.""", Willoughby Mariano ," July 15, 2011",half-true
17982,Scott Rigell,"Under Ryan plan, ""those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.""", Wes Hester ," July 15, 2011",barely-true
17983,Eddie Rodriguez,Says Texas is the only state that exempts jet fuel from its state motor fuels tax., W. Gardner Selby ," July 15, 2011",false
17984,John Boehner,"""POTUS’ economists: ‘Stimulus’ Has Cost $278,000 per job.""", Sabrina Eaton ," July 15, 2011",false
17985,Sheila Oliver,"""Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.""", Bill Wichert ," July 15, 2011",half-true
17986,Crossroads GPS,"""Our country's got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.""", Louis Jacobson ," July 14, 2011",half-true
17987,Chain email,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law., Robert Farley ," July 14, 2011",pants-fire
17988,Shelly Moore,"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it.", Dave Umhoefer ," July 14, 2011",pants-fire
17989,Kris Jordan,"""State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.""", Aaron Marshall ," July 14, 2011",mostly-true
17990,Oregon Education Association,House Bill 2301 never had a public hearing, Janie Har ," July 14, 2011",mostly-true
17991,Cory Booker,"Says for the first time in the history of the United States, the government cut taxes during wartime", Erin O'Neill ," July 14, 2011",mostly-true
17992,Barack Obama,Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased., Angie Drobnic Holan ," July 13, 2011",half-true
17993,Mike Haridopolos,"Florida’s proposed Health Care Freedom Act ""will allow Floridians to opt out of Obama’s govt. takeover of healthcare!""", Janet Zink ," July 13, 2011",false
17994,Marco Rubio,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""", Amy Sherman ," July 13, 2011",mostly-true
17995,Tim Pawlenty,"Says scientists are ""in dispute"" over whether being gay is a choice.", Louis Jacobson ," July 13, 2011",false
17996,Tim Pawlenty,"""There's no scientific conclusion that (being gay) is genetic.""", Louis Jacobson ," July 13, 2011",mostly-true
17997,Peter Barca,"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.""", Tom Kertscher ," July 13, 2011",false
17998,Joseph Trillo,"""There are 30,000 people that have been killed with seat belts.""", C. Eugene Emery Jr. ," July 13, 2011",pants-fire
17999,Republican National Committee,"Since President Obama took office, ""2 million jobs. Gone.""", Mark Naymik ," July 13, 2011",mostly-true
18000,Ralph Long,"""The [Georgia] General Assembly took away the Atlanta Board of Education’s oversight of the superintendent.""", Eric Stirgus ," July 13, 2011",barely-true
18001,Barack Obama,"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""", Angie Drobnic Holan ," July 12, 2011",mostly-true
18002,Adam Hasner,"""I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.""", Amy Sherman ," July 12, 2011",false
18003,Rick Scott,"""A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.""", Becky Bowers ," July 12, 2011",half-true
18004,Timothy Geithner,"For people in the top 1 percent for income, ""your effective tax burden is in the low 20s, the lowest it’s been in decades and decades and decades -- lower than somebody who might make substantially less money.""", Jeffrey Good ," July 12, 2011",half-true
18005,Steve Oroho,"Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history.", Bill Wichert ," July 12, 2011",barely-true
18006,Sarah Palin,"Slim Jims ""just recently"" cost 99 cents but now cost $2.69.", Louis Jacobson ," July 11, 2011",false
18007,Paul Krugman,"""There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.""", Louis Jacobson ," July 11, 2011",true
18008,Bob McDonnell,"""Our crime rate continues to plummet.""", Wes Hester ," July 11, 2011",mostly-true
18009,Rick Perry,Says legislative debate of airport pat-down procedures initiated federal changes in security procedures., W. Gardner Selby ," July 11, 2011",false
18010,Jim DeMint,"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt.""", Mark Naymik ," July 11, 2011",false
18011,Shirley Franklin,"Former Atlanta Public Schools Superintendent Beverly Hall left the school district ""significantly better than she found it.""", Willoughby Mariano ," July 11, 2011",pants-fire
18012,Jim Whelan,"""In our proposal, we would have expanded school aid across the board … Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.""", Erin O'Neill ," July 11, 2011",half-true
18013,Scott Walker,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums., Dave Umhoefer ," July 10, 2011",false
18014,New Hampshire Democratic Party,"""Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.""", Jake Berry ," July 10, 2011",mostly-true
18015,Mitt Romney,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.", Maryalice Gill ," July 10, 2011",mostly-true
18016,Stephen Sweeney,Says the average government worker won't be impacted in the first two years under the reform of state health benefits., Bill Wichert ," July 10, 2011",barely-true
